CountryID,Year,Month,Day,Latitude,Longitude,Altitude,Area,HostCultivar,GrowthStage,StemRustSeverity,StemRustIncidence,Binary disease presence,era5_t2m,era5_d2m,era5_tp,era5_ssrd,era5_t2m_lag1m,era5_d2m_lag1m,era5_tp_lag1m,era5_ssrd_lag1m,era5_t2m_lag2m,era5_d2m_lag2m,era5_tp_lag2m,era5_ssrd_lag2m,era5_rh,era5_rh_lag1m,ndvi,ndvi_lag1m
ET,2007,10,8,7.1357,39.3361,2383.0,80.0,Hawi,5,1,2,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.5176000000000001,0.76
ET,2007,10,8,7.1387,39.2722,2360.0,80.0,HAR 2501,5,1,1,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.5119,0.7526
ET,2007,10,8,7.1455,39.2854,2374.0,80.0,HAR 2508,4,1,1,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.5477000000000001,0.7952
ET,2007,10,8,7.1473,39.2678,2373.0,80.0,Galama,4,1,3,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.3331,0.6855
ET,2007,10,8,7.1639,39.3272,2382.0,80.0,Dodota,5,1,3,1,285.732421875,280.103759765625,0.0004817465669475496,20961656.0,286.26611328125,283.34423828125,0.008456544019281864,19039624.0,286.17529296875,283.71826171875,0.00622578477486968,18192630.0,68.55038228392233,82.43920716768108,0.43210000000000004,0.7275
ET,2007,10,8,7.168,39.2872,2380.0,80.0,Kubsa,5,1,2,1,285.732421875,280.103759765625,0.0004817465669475496,20961656.0,286.26611328125,283.34423828125,0.008456544019281864,19039624.0,286.17529296875,283.71826171875,0.00622578477486968,18192630.0,68.55038228392233,82.43920716768108,0.4418,0.8156
ET,2007,10,8,7.1867,39.3304,2375.0,80.0,Galama,4,1,1,1,285.732421875,280.103759765625,0.0004817465669475496,20961656.0,286.26611328125,283.34423828125,0.008456544019281864,19039624.0,286.17529296875,283.71826171875,0.00622578477486968,18192630.0,68.55038228392233,82.43920716768108,0.41350000000000003,0.8639
ET,2007,10,8,7.1925,39.3197,2381.0,80.0,HAR 1685,5,1,1,1,285.732421875,280.103759765625,0.0004817465669475496,20961656.0,286.26611328125,283.34423828125,0.008456544019281864,19039624.0,286.17529296875,283.71826171875,0.00622578477486968,18192630.0,68.55038228392233,82.43920716768108,0.4446,0.6208
ET,2007,10,13,7.198,38.6197,1991.0,-999.99,Pavon-76,5,1,2,1,290.23046875,283.871337890625,0.0023018638603389263,21712864.0,289.62353515625,286.22900390625,0.006596670486032963,18755144.0,289.33935546875,286.08740234375,0.005684649106115103,17219102.0,66.16438057275936,80.33537353411928,0.5929,0.6564
ET,2007,10,16,8.4736,39.1884,2271.0,-999.99,Pavon,4,0,0,0,293.28125,279.226806640625,0.00027121551102027297,23857980.0,292.93212890625,286.20751953125,0.002388701541349292,21047672.0,292.29248046875,286.77685546875,0.0037665567360818386,20137422.0,39.88902903213192,65.15848139705548,0.31570000000000004,0.4454
ET,2007,10,16,8.4736,39.1884,2271.0,-999.99,Tusie,6,1,1,1,293.28125,279.226806640625,0.00027121551102027297,23857980.0,292.93212890625,286.20751953125,0.002388701541349292,21047672.0,292.29248046875,286.77685546875,0.0037665567360818386,20137422.0,39.88902903213192,65.15848139705548,0.31570000000000004,0.4454
ET,2007,10,16,8.4774,39.1569,2271.0,-999.99,Pavon,5,0,0,0,293.28125,279.226806640625,0.00027121551102027297,23857980.0,292.93212890625,286.20751953125,0.002388701541349292,21047672.0,292.29248046875,286.77685546875,0.0037665567360818386,20137422.0,39.88902903213192,65.15848139705548,0.3684,0.6075
ET,2007,10,17,8.0382,39.0254,1677.0,-999.99,Kubsa,6,0,0,0,291.40234375,282.972900390625,0.001594438566826284,23159076.0,290.61376953125,287.03369140625,0.008793861605226994,20369076.0,290.29443359375,286.98974609375,0.010443275794386864,18981870.0,57.869633818293316,79.50636389236118,0.4622,0.5818
ET,2007,10,17,8.3733,38.5124,1864.0,1.0,Pavon,5,0,0,0,286.783203125,275.785400390625,0.0023812497965991497,24928416.0,286.35986328125,283.24267578125,0.012526915408670902,20547792.0,286.23779296875,283.93505859375,0.012488996610045433,19010884.0,47.3469065348093,81.38130176730272,0.68,0.639
ET,2007,10,17,8.417,38.537,2006.0,-999.99,Kubsa,5,0,0,0,286.783203125,275.785400390625,0.0023812497965991497,24928416.0,286.35986328125,283.24267578125,0.012526915408670902,20547792.0,286.23779296875,283.93505859375,0.012488996610045433,19010884.0,47.3469065348093,81.38130176730272,0.7286,0.7368
ET,2007,10,17,8.4533,38.5679,1920.0,1.0,Mixture,5,1,3,1,288.9296875,277.144775390625,0.0007713208324275911,24999976.0,288.42822265625,284.81298828125,0.005917117930948734,20898364.0,288.22998046875,285.51904296875,0.009476518258452415,19317036.0,45.3762037444072,79.01175302217558,0.7193,0.7235
ET,2007,10,18,7.3956,39.2831,2908.0,7.0,Enkoy,-9,0,0,0,282.791015625,277.293212890625,0.0010582500835880637,22714548.0,283.43603515625,280.68603515625,0.0154667804017663,20108048.0,283.53076171875,281.13232421875,0.011669253930449486,19468234.0,68.56811893532257,83.0504063443916,0.6853,0.8024
ET,2007,10,18,7.542,39.2555,2873.0,8.0,Israel,-9,0,0,0,283.4140625,277.988525390625,0.0015398332616314292,23008660.0,283.92822265625,281.46533203125,0.020040035247802734,20286804.0,283.95654296875,281.92333984375,0.020943691954016685,19652304.0,69.0438624001484,84.747267081219,0.7626000000000001,0.8195
ET,2007,10,18,7.6233,39.2242,2509.0,6.0,Israel,-9,0,0,0,287.849609375,282.795166015625,0.002960957121104002,22900576.0,288.07275390625,286.13330078125,0.026935622096061707,20220776.0,287.78466796875,286.25927734375,0.02954443357884884,19320450.0,71.6968324011574,88.17032099875502,0.7414000000000001,0.7996000000000001
ET,2007,10,18,7.7065,39.1685,2600.0,6.0,HAR 604,-9,0,0,0,287.900390625,282.957275390625,0.0035524810664355755,22799512.0,287.93603515625,286.10791015625,0.027544841170310974,20189716.0,287.74169921875,286.34130859375,0.03943829610943794,19222424.0,72.24385392934455,88.80320240703149,0.635,0.7429
ET,2007,10,18,7.7065,39.1684,2500.0,8.0,Mix Tusie,-9,0,0,0,287.900390625,282.957275390625,0.0035524810664355755,22799512.0,287.93603515625,286.10791015625,0.027544841170310974,20189716.0,287.74169921875,286.34130859375,0.03943829610943794,19222424.0,72.24385392934455,88.80320240703149,0.635,0.7429
ET,2007,10,18,7.7385,39.233,2492.0,6.0,HAR 604,-9,0,0,0,287.900390625,282.957275390625,0.0035524810664355755,22799512.0,287.93603515625,286.10791015625,0.027544841170310974,20189716.0,287.74169921875,286.34130859375,0.03943829610943794,19222424.0,72.24385392934455,88.80320240703149,0.7100000000000001,0.6648000000000001
ET,2007,10,18,7.7466,39.0365,2461.0,8.0,HAR 1407,-9,0,0,0,286.515625,280.631103515625,0.0036684940569102764,23126596.0,286.35791015625,283.88525390625,0.01978568732738495,20358976.0,286.15576171875,283.90185546875,0.021005546674132347,19075986.0,67.52076246669476,84.95795072547588,0.529,0.6917
ET,2007,10,19,7.1323,39.2589,2348.0,-999.99,Kubsa(HAR 1685),-9,1,1,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.4806,0.7698
ET,2007,10,19,7.1323,39.2589,2361.0,-999.99,Sofumer,-9,1,3,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.4806,0.7698
ET,2007,10,19,7.1413,39.2539,2386.0,-999.99,Pavone,-9,1,3,1,287.2109375,281.633056640625,0.0007340306765399873,19772284.0,287.70556640625,284.89306640625,0.009308160282671452,18302704.0,287.35693359375,285.11669921875,0.007864942774176598,17288222.0,69.08804300311185,83.21672208928746,0.48300000000000004,0.9177000000000001
ET,2007,10,19,7.1438,39.2406,2390.0,-999.99,HAR 604(Galama),-9,1,2,1,286.89453125,281.082275390625,0.0007879952318035066,19934208.0,287.11767578125,284.43994140625,0.00932383630424738,18316988.0,286.76513671875,284.65576171875,0.007378359790891409,17201348.0,67.93318133802477,83.89285614401803,0.4974,0.8329000000000001
ET,2007,10,19,7.1731,39.3348,2354.0,-999.99,Tuse,-9,0,0,0,285.732421875,280.103759765625,0.0004817465669475496,20961656.0,286.26611328125,283.34423828125,0.008456544019281864,19039624.0,286.17529296875,283.71826171875,0.00622578477486968,18192630.0,68.55038228392233,82.43920716768108,0.40900000000000003,0.7734000000000001
ET,2007,10,19,7.182,39.3325,2371.0,-999.99,Simba,-9,1,3,1,285.732421875,280.103759765625,0.0004817465669475496,20961656.0,286.26611328125,283.34423828125,0.008456544019281864,19039624.0,286.17529296875,283.71826171875,0.00622578477486968,18192630.0,68.55038228392233,82.43920716768108,0.4642,0.7195
ET,2007,10,20,7.0041,39.0808,2463.0,-999.99,Unknown,-9,1,2,1,285.994140625,280.289306640625,0.001040912582539022,18965624.0,285.86572265625,283.55322265625,0.009870515204966068,17577968.0,285.61474609375,283.81787109375,0.008500730618834496,16261630.0,68.24694866999202,85.8174507636285,0.6662,0.8457
ET,2007,10,20,7.0243,38.8931,2586.0,-999.99,HAR 1407(Tuse),-9,1,2,1,286.4765625,281.301025390625,0.002375050913542509,19742840.0,286.23291015625,284.16845703125,0.013756410218775272,17874100.0,286.03076171875,284.21826171875,0.010068869218230247,16544586.0,70.85390994016669,87.28277009993808,0.7175,0.7289
ET,2007,10,20,7.1189,39.1989,2376.0,-999.99,#22 EWRTN(HAR 1349),-9,0,0,0,286.89453125,281.082275390625,0.0007879952318035066,19934208.0,287.11767578125,284.43994140625,0.00932383630424738,18316988.0,286.76513671875,284.65576171875,0.007378359790891409,17201348.0,67.93318133802477,83.89285614401803,0.3917,0.7336
ET,2007,10,20,8.2045,38.5858,1605.0,1.0,pavon,5,1,1,1,291.251953125,279.824462890625,0.0009943613549694419,24819460.0,290.61767578125,286.74072265625,0.006751866079866886,20849152.0,290.31591796875,287.18310546875,0.008668264374136925,19346176.0,47.176183034460394,77.98687336460804,0.4859,0.6193000000000001
ET,2007,10,20,8.4357,39.002,1889.0,-999.99,Kubsa,5,0,0,0,293.505859375,280.459228515625,0.00036776758497580886,24158844.0,293.00048828125,287.18212890625,0.0026954568456858397,21090616.0,292.20458984375,287.47607421875,0.003656571265310049,19837328.0,42.816375844859955,69.13407202542373,0.7083,0.7317
ET,2007,10,20,8.4633,38.5555,1909.0,-999.99,Yerer,4,0,0,0,288.9296875,277.144775390625,0.0007713208324275911,24999976.0,288.42822265625,284.81298828125,0.005917117930948734,20898364.0,288.22998046875,285.51904296875,0.009476518258452415,19317036.0,45.3762037444072,79.01175302217558,0.6173000000000001,0.7036
ET,2007,10,20,8.4715,38.5481,1922.0,1.0,Pavon,5,0,0,0,286.095703125,275.722900390625,0.0013965883990749717,24946448.0,286.07470703125,283.05126953125,0.00888474378734827,20550816.0,286.01904296875,283.77490234375,0.011699458584189415,18962888.0,49.29985109979564,81.85655958407732,0.6015,0.7936000000000001
ET,2007,10,20,8.5067,38.505,2183.0,-999.99,Kilinto,4,0,0,0,286.095703125,275.722900390625,0.0013965883990749717,24946448.0,286.07470703125,283.05126953125,0.00888474378734827,20550816.0,286.01904296875,283.77490234375,0.011699458584189415,18962888.0,49.29985109979564,81.85655958407732,0.6518,0.7263000000000001
ET,2007,10,20,8.5067,38.5077,2123.0,1.0,Kubsa,5,0,0,0,286.095703125,275.722900390625,0.0013965883990749717,24946448.0,286.07470703125,283.05126953125,0.00888474378734827,20550816.0,286.01904296875,283.77490234375,0.011699458584189415,18962888.0,49.29985109979564,81.85655958407732,0.6379,0.755
ET,2007,10,20,8.5291,38.4701,2072.0,-999.99,Kilinto,4,0,0,0,286.095703125,275.722900390625,0.0013965883990749717,24946448.0,286.07470703125,283.05126953125,0.00888474378734827,20550816.0,286.01904296875,283.77490234375,0.011699458584189415,18962888.0,49.29985109979564,81.85655958407732,0.6398,0.7557
ET,2007,10,21,7.1283,37.5583,2050.0,-999.99,Dashen,3,0,0,0,293.431640625,285.443603515625,0.002173192333430052,23786020.0,292.09228515625,288.96728515625,0.008831427432596684,19414632.0,291.59326171875,288.83740234375,0.00926237367093563,17405888.0,60.086838592126476,82.07229643083535,0.64,0.6548
ET,2007,10,21,7.21,37.5515,2172.0,1.0,Galema,4,0,0,0,292.6484375,284.353759765625,0.0020972038619220257,23935160.0,291.30908203125,288.30322265625,0.008306399919092655,19248816.0,290.86865234375,288.18115234375,0.008618241176009178,17328962.0,58.69719320269503,82.60536939161625,0.7662,0.8482000000000001
ET,2007,10,21,7.2283,37.5128,2199.0,1.0,Galema,4,0,0,0,294.1796875,284.556884765625,0.0013497465988621116,23755264.0,292.38720703125,288.72119140625,0.006612376309931278,19235092.0,291.85693359375,288.64990234375,0.007240151520818472,17223412.0,54.117205706764324,79.31573427949262,0.7096,0.7149
ET,2007,10,21,7.3147,37.5192,2220.0,1.0,Galema,4,0,0,0,292.806640625,283.560791015625,0.0015195825835689902,23833592.0,291.32470703125,288.01806640625,0.006724120117723942,19073948.0,290.85302734375,287.95654296875,0.007166822906583548,17108734.0,55.135860053986704,81.02301652858563,0.6795,0.7174
ET,2007,10,21,7.3251,38.6578,1946.0,-999.99,HAR 1685,-9,0,0,0,288.87890625,283.078369140625,0.004045336972922087,21879192.0,288.67822265625,285.60205078125,0.01038308534771204,19046404.0,288.49755859375,285.48583984375,0.00906396470963955,17518266.0,68.39323265818194,81.90282404711557,0.6819000000000001,0.7866000000000001
ET,2007,10,21,7.3381,37.526,2235.0,-999.99,Unknown,5,0,0,0,292.806640625,283.560791015625,0.0015195825835689902,23833592.0,291.32470703125,288.01806640625,0.006724120117723942,19073948.0,290.85302734375,287.95654296875,0.007166822906583548,17108734.0,55.135860053986704,81.02301652858563,0.7255,0.7563000000000001
ET,2007,10,21,7.4055,37.5809,2130.0,-999.99,Galema(legicho-locally,4,0,0,0,287.9296875,280.119384765625,0.0025757099501788616,24061492.0,287.62939453125,285.14697265625,0.009015784598886967,18844732.0,287.32763671875,285.10107421875,0.008767267689108849,17050910.0,59.483714323329856,85.04014468341929,0.7120000000000001,0.674
ET,2007,10,21,7.4413,38.063,2003.0,-999.99,Galema,4,0,0,0,291.61328125,281.929931640625,0.001250728382728994,23809824.0,290.26611328125,287.30322265625,0.007761613465845585,18610208.0,289.92138671875,287.25146484375,0.0061867437325417995,17250506.0,53.2361963095981,82.70818526416738,0.5963,0.6779000000000001
ET,2007,10,21,7.4751,38.0824,2070.0,-999.99,Dashen,5,3,3,1,291.10546875,281.037353515625,0.0013007813831791282,23825520.0,289.83251953125,286.86767578125,0.007934466935694218,18442540.0,289.48583984375,286.91748046875,0.006903653498739004,17153842.0,51.7323599387041,82.64502288541914,0.6132000000000001,0.7135
ET,2007,10,22,7.1373,38.3724,1972.0,-999.99,Pavon,4,0,0,0,291.513671875,283.888916015625,0.0014748716494068503,22241032.0,290.59814453125,287.09814453125,0.0059607187286019325,18820716.0,290.24365234375,286.75732421875,0.003891920205205679,17280712.0,61.09318254689981,79.91866510378992,0.6591,0.7212000000000001
ET,2007,10,22,7.1565,38.2914,-9.0,-999.99,Unknown,5,0,0,0,290.37109375,282.045166015625,0.0008698845631442964,22897492.0,289.43798828125,286.15283203125,0.00693576131016016,18916460.0,289.19677734375,285.77294921875,0.0045809498988091946,17375724.0,58.01950049510516,80.8868142911852,0.628,0.6283000000000001
ET,2007,10,22,7.1756,38.3863,1938.0,3.0,Unknown,5,0,0,0,291.05078125,283.271728515625,0.0011735180160030723,22447856.0,290.14306640625,286.62548828125,0.005642772652208805,18828220.0,289.83740234375,286.32568359375,0.003998031374067068,17275572.0,60.35915256969697,79.76421390557528,0.6373,0.5921000000000001
ET,2007,10,22,7.1756,38.3863,1938.0,3.0,kussa,5,1,3,1,291.05078125,283.271728515625,0.0011735180160030723,22447856.0,290.14306640625,286.62548828125,0.005642772652208805,18828220.0,289.83740234375,286.32568359375,0.003998031374067068,17275572.0,60.35915256969697,79.76421390557528,0.6373,0.5921000000000001
ET,2007,10,22,7.1983,38.3907,1948.0,-999.99,Tc3B0,5,2,3,1,291.05078125,283.271728515625,0.0011735180160030723,22447856.0,290.14306640625,286.62548828125,0.005642772652208805,18828220.0,289.83740234375,286.32568359375,0.003998031374067068,17275572.0,60.35915256969697,79.76421390557528,0.6333000000000001,0.5606
ET,2007,10,22,7.1983,38.3907,-9.0,-999.99,PBW343,5,3,1,1,291.05078125,283.271728515625,0.0011735180160030723,22447856.0,290.14306640625,286.62548828125,0.005642772652208805,18828220.0,289.83740234375,286.32568359375,0.003998031374067068,17275572.0,60.35915256969697,79.76421390557528,0.6333000000000001,0.5606
ET,2007,10,22,7.1983,38.3907,1948.0,-999.99,Unknown,5,3,3,1,291.05078125,283.271728515625,0.0011735180160030723,22447856.0,290.14306640625,286.62548828125,0.005642772652208805,18828220.0,289.83740234375,286.32568359375,0.003998031374067068,17275572.0,60.35915256969697,79.76421390557528,0.6333000000000001,0.5606
ET,2007,10,22,8.0024,38.3748,1758.0,-999.99,Mixture(pavon+kussa),5,1,1,1,291.57421875,280.107666015625,0.0016793453833088279,24340824.0,290.28564453125,287.34423828125,0.010734171606600285,19784312.0,290.00927734375,287.66357421875,0.01000404916703701,18456446.0,47.13896539796475,82.82577751931463,0.6555000000000001,0.7178
ET,2007,10,22,8.0126,38.3252,1881.0,-999.99,Pavon,5,0,0,0,288.826171875,279.039306640625,0.002642370294779539,24111568.0,288.22900390625,285.96142578125,0.014660493470728397,19151340.0,287.96240234375,286.32763671875,0.011456405743956566,17921202.0,52.126970372620264,86.31129280869015,0.5633,0.6576000000000001
ET,2007,10,22,8.0382,38.3013,1846.0,-999.99,Simba,5,1,3,1,288.826171875,279.039306640625,0.002642370294779539,24111568.0,288.22900390625,285.96142578125,0.014660493470728397,19151340.0,287.96240234375,286.32763671875,0.011456405743956566,17921202.0,52.126970372620264,86.31129280869015,0.7764000000000001,0.7783
ET,2007,10,22,8.0743,38.2701,1857.0,-999.99,kussa,5,1,1,1,287.072265625,277.797119140625,0.0056362817995250225,24215284.0,286.76611328125,284.77783203125,0.02574750781059265,19214676.0,286.53662109375,285.09521484375,0.015946706756949425,17966544.0,53.539935677961196,87.77314518660816,0.7259,0.7621
ET,2007,10,23,7.9728,39.0571,1530.0,-999.99,WANA VAR #33,-9,1,1,1,289.28125,281.533447265625,0.0020249406807124615,22765220.0,288.68603515625,285.52587890625,0.011226863600313663,20216096.0,288.40771484375,285.59912109375,0.013550957664847374,18914524.0,60.06455504287073,81.45316621893397,0.5253,0.5940000000000001
ET,2007,10,23,8.1672,38.3079,1949.0,-999.99,Mix(Most Kubsa),5,3,3,1,285.0703125,276.099853515625,0.009185097180306911,24318168.0,285.02392578125,283.12158203125,0.03862302005290985,19279472.0,284.85498046875,283.42138671875,0.020986532792448997,17999186.0,54.16424265253059,88.12182480939515,0.7204,0.7271000000000001
ET,2007,10,23,8.2315,38.3538,-9.0,1.0,Boohai,5,0,0,0,289.224609375,279.176025390625,0.005730427335947752,24579768.0,288.65087890625,286.18212890625,0.02551029622554779,19913068.0,288.32177734375,286.43701171875,0.01635364256799221,18539070.0,51.29807343985231,85.22537434996411,0.7206,0.7559
ET,2007,10,23,8.2904,38.3715,2282.0,-999.99,Kubsa,5,1,1,1,286.482421875,276.558837890625,0.006953447591513395,24671368.0,286.20947265625,283.74658203125,0.029830411076545715,19960896.0,286.01123046875,284.12451171875,0.018240412697196007,18550088.0,51.00156319216764,84.99714305489393,0.6848000000000001,0.6965
ET,2007,10,23,8.3367,38.3751,2165.0,-999.99,kussa,6,0,0,0,286.482421875,276.558837890625,0.006953447591513395,24671368.0,286.20947265625,283.74658203125,0.029830411076545715,19960896.0,286.01123046875,284.12451171875,0.018240412697196007,18550088.0,51.00156319216764,84.99714305489393,0.7719,0.7518
ET,2007,10,23,8.4336,38.3723,2063.0,-999.99,kussa,5,1,1,1,284.83203125,274.902587890625,0.00526506407186389,24715724.0,284.73876953125,282.08642578125,0.023403391242027283,19987228.0,284.68701171875,282.65771484375,0.01594235561788082,18522242.0,50.527731915552046,83.75923383033329,0.602,0.6313000000000001
